ts,open,high,low,close,volume,volCcy,volCcyQuote,confirm
2025-05-17 16:00:00,102950.1,105666.6,102763.0,105515.9,3977.5912348,413942766.812253669,413942766.812253669,1
2025-05-18 16:00:00,105515.9,107140.1,102080.4,104796.0,11450.59221099,1192284988.850209976,1192284988.850209976,1
2025-05-19 16:00:00,104796.0,106867.0,104180.0,105340.4,7300.57366837,769367934.133482325,769367934.133482325,1
2025-05-20 16:00:00,105341.4,109458.0,105089.6,108972.0,9142.5346699,979980900.472129774,979980900.472129774,1
2025-05-21 16:00:00,108973.9,111880.0,106115.5,111317.8,14401.51589695,1579753733.690174589,1579753733.690174589,1
2025-05-22 16:00:00,111318.0,111963.0,107313.9,108940.6,8957.50714852,986812244.341121267,986812244.341121267,1
2025-05-23 16:00:00,108942.4,109812.2,106800.0,108939.3,6794.23096824,736755265.134861426,736755265.134861426,1
2025-05-24 16:00:00,108939.3,109221.9,106600.0,106973.3,5143.53577791,554469427.449313864,554469427.449313864,1
2025-05-25 16:00:00,106973.3,110411.2,106648.2,110004.9,4656.1319434,508724295.595316897,508724295.595316897,1
2025-05-26 16:00:00,110007.1,110729.0,107505.2,110145.7,7567.31889973,827912597.691165274,827912597.691165274,1
2025-05-27 16:00:00,110146.2,110512.0,107036.0,107113.1,5875.91658275,639583202.667059533,639583202.667059533,1
2025-05-28 16:00:00,107113.2,108897.5,106455.0,107034.0,10372.40190472,1117122282.506419247,1117122282.506419247,1
2025-05-29 16:00:00,107034.0,107180.0,104595.4,105538.8,8608.7930053,910740538.074806473,910740538.074806473,1
2025-05-30 16:00:00,105538.8,105565.4,103078.7,104554.2,5156.20785889,536716739.08399051,536716739.08399051,1
2025-05-31 16:00:00,104554.2,104907.5,103738.3,104711.9,3020.77784262,314847990.029836308,314847990.029836308,1
2025-06-01 16:00:00,104712.0,105945.0,103668.8,104434.0,4233.22352374,443660796.010473463,443660796.010473463,1
2025-06-02 16:00:00,104434.9,106804.0,104031.2,106630.2,5104.15006989,539249364.248960117,539249364.248960117,1
2025-06-03 16:00:00,106630.2,106688.0,104181.4,105302.7,4642.72856035,489876263.606408848,489876263.606408848,1
2025-06-04 16:00:00,105302.7,105914.9,103900.0,104539.6,4009.27148826,420477327.676864276,420477327.676864276,1
2025-06-05 16:00:00,104540.1,105330.8,100400.0,105094.2,11241.28413802,1155829246.420337866,1155829246.420337866,1
2025-06-06 16:00:00,105094.7,105799.0,103876.8,105558.3,4501.0489018,471638751.6637017,471638751.6637017,1
2025-06-07 16:00:00,105558.4,106158.7,104969.6,105975.1,2058.66434771,217427360.390465503,217427360.390465503,1
2025-06-08 16:00:00,105975.0,108034.8,105313.4,107638.1,4556.94942643,486509851.887072974,486509851.887072974,1
2025-06-09 16:00:00,107638.2,110650.0,107638.1,109023.9,6078.48383676,664659959.683510535,664659959.683510535,1
2025-06-10 16:00:00,109024.0,110399.9,108521.7,109743.3,3691.26994931,404776156.183136814,404776156.183136814,1
2025-06-11 16:00:00,109743.3,109825.4,106600.0,107017.6,5353.91457427,578457722.993845048,578457722.993845048,1
2025-06-12 16:00:00,107017.6,108439.0,102640.0,105431.0,12194.08270132,1283737462.321089632,1283737462.321089632,1
2025-06-13 16:00:00,105431.1,106219.2,104614.0,104833.1,2776.8970033,292488407.785831628,292488407.785831628,1
2025-06-14 16:00:00,104833.1,106140.0,104305.7,105568.0,3316.22649943,348849362.905410347,348849362.905410347,1
2025-06-15 16:00:00,105568.0,107787.1,104500.0,107436.0,4431.92662559,471268597.635533767,471268597.635533767,1
2025-06-16 16:00:00,107438.1,108974.7,104138.3,104244.1,7597.72487684,808826535.247314218,808826535.247314218,1
2025-06-17 16:00:00,104244.1,105544.2,103368.1,104796.1,6892.66299197,720253578.729071032,720253578.729071032,1
2025-06-18 16:00:00,104796.0,105225.8,103500.0,104104.1,3251.81705097,339857296.556547154,339857296.556547154,1
2025-06-19 16:00:00,104104.1,106520.0,103882.6,104222.1,4730.61833267,497188991.426656475,497188991.426656475,1
2025-06-20 16:00:00,104224.0,104281.2,102340.7,103566.1,5336.65193128,551933683.467567269,551933683.467567269,1
2025-06-21 16:00:00,103566.1,103657.2,98900.4,98911.3,8965.78373418,908789618.357824837,908789618.357824837,1
2025-06-22 16:00:00,98911.2,102625.0,98188.4,101431.5,8118.37199228,817277431.111402716,817277431.111402716,1
2025-06-23 16:00:00,101431.6,106052.1,99636.6,105238.1,10461.07124142,1091263701.65084675,1091263701.65084675,1
2025-06-24 16:00:00,105241.8,108130.0,105182.8,107034.6,6444.45229018,687757692.601668663,687757692.601668663,1
2025-06-25 16:00:00,107034.5,108290.0,106546.8,107316.0,5218.65020271,560851694.534193302,560851694.534193302,1
2025-06-26 16:00:00,107316.0,108007.0,106377.0,107312.9,4880.70631752,522635785.411278246,522635785.411278246,1
2025-06-27 16:00:00,107313.0,107727.9,106450.0,107451.5,2970.73090483,318421333.627226241,318421333.627226241,1
2025-06-28 16:00:00,107451.6,108539.0,107156.0,107744.1,2395.25345044,258316063.889581088,258316063.889581088,1
2025-06-29 16:00:00,107744.0,108800.0,106736.9,107575.1,3911.76244924,421410836.114029011,421410836.114029011,1
2025-06-30 16:00:00,107575.0,107809.5,105633.3,105961.9,4652.42648114,496675778.969334223,496675778.969334223,1
2025-07-01 16:00:00,105962.0,108770.0,105100.0,108745.3,5073.44867861,543014067.506254583,543014067.506254583,1
2025-07-02 16:00:00,108745.3,110529.0,108526.1,109128.2,6117.27657462,669576862.31263988,669576862.31263988,1
2025-07-03 16:00:00,109128.3,110000.0,107507.3,107592.2,3138.85072767,341466763.84304226,341466763.84304226,1
2025-07-04 16:00:00,107592.1,108432.7,107255.7,108057.9,1685.79522912,181937864.65997326,181937864.65997326,1
2025-07-05 16:00:00,108058.0,109134.4,107804.1,108909.9,1634.49267577,177039963.465341928,177039963.465341928,1
2025-07-06 16:00:00,108910.0,109719.6,107966.0,108301.9,2720.1257411,296093113.034145867,296093113.034145867,1
2025-07-07 16:00:00,108300.7,109218.8,107421.4,108264.9,2734.38965082,296187080.453718703,296187080.453718703,1
2025-07-08 16:00:00,108266.0,109790.0,108097.6,109079.9,3109.83586562,338834019.367157827,338834019.367157827,1
2025-07-09 16:00:00,109080.0,112000.0,109032.3,111412.0,6539.27322019,725921495.300880908,725921495.300880908,1
2025-07-10 16:00:00,111412.0,118868.0,111336.0,116921.2,12523.2285532,1451820731.783602369,1451820731.783602369,1
2025-07-11 16:00:00,116921.3,118230.5,116608.9,117112.0,6679.53826543,785848185.533145772,785848185.533145772,1
2025-07-12 16:00:00,117112.1,119449.9,117005.0,118678.1,2738.24842355,323783292.095047386,323783292.095047386,1
2025-07-13 16:00:00,118678.1,123226.0,118248.4,119882.0,7864.17777066,951369447.228836759,951369447.228836759,1
2025-07-14 16:00:00,119881.9,120524.0,115726.7,116385.7,11433.75053623,1347766703.040772676,1347766703.040772676,1
2025-07-15 16:00:00,116385.7,119814.2,116007.5,119106.0,5755.40033157,679188248.591473212,679188248.591473212,1
2025-07-16 16:00:00,119106.3,120069.3,117444.0,118875.9,5355.1968424,635338232.461436552,635338232.461436552,1
2025-07-17 16:00:00,118876.0,120941.8,117292.6,117844.4,6993.74765757,834262023.91790756,834262023.91790756,1
2025-07-18 16:00:00,117844.5,118492.0,116811.0,118052.1,4057.59569115,478503015.017475661,478503015.017475661,1
2025-07-19 16:00:00,118052.1,118811.8,117267.9,118683.9,2624.23866028,309851306.132306517,309851306.132306517,1
2025-07-20 16:00:00,118683.9,119669.0,116462.0,118318.1,4912.57204698,580988971.520657343,580988971.520657343,1
2025-07-21 16:00:00,118318.0,119600.0,116116.0,118922.4,7711.10353921,910373504.278628019,910373504.278628019,1
2025-07-22 16:00:00,118922.4,120249.3,117313.6,118578.1,6740.70354387,801483169.022831981,801483169.022831981,1
2025-07-23 16:00:00,118578.1,119500.0,117072.0,119110.1,5764.7638507,682320462.134936708,682320462.134936708,1
2025-07-24 16:00:00,119110.2,119412.5,114712.4,115722.1,14759.36234782,1714810414.726233455,1714810414.726233455,1
2025-07-25 16:00:00,115718.1,118233.2,115449.8,118126.5,3231.25182394,379048542.678375014,379048542.678375014,1
2025-07-26 16:00:00,118126.6,118600.0,117818.0,118600.0,2051.32084057,242414172.645023964,242414172.645023964,1
2025-07-27 16:00:00,118600.0,119828.0,117914.4,118170.4,4496.21519997,535163662.506116873,535163662.506116873,1
2025-07-28 16:00:00,118170.5,119300.0,117266.6,117384.1,3831.03867276,452968609.738860597,452968609.738860597,1
2025-07-29 16:00:00,117384.1,118800.0,116954.4,118007.0,3241.47359486,382030921.398858312,382030921.398858312,1
2025-07-30 16:00:00,118007.0,118936.8,115716.3,118314.0,5060.6244373,595165453.981172801,595165453.981172801,1
2025-07-31 16:00:00,118313.9,118887.4,113929.2,115352.6,9465.18753063,1093692890.610037622,1093692890.610037622,1
2025-08-01 16:00:00,115352.6,115700.0,112724.3,112843.9,4880.01964084,554833786.621641417,554833786.621641417,1
2025-08-02 16:00:00,112839.5,114250.0,111903.1,113943.4,3244.18318087,366813243.166651372,366813243.166651372,1
2025-08-03 16:00:00,113943.3,115486.1,113749.1,114823.7,2967.19857245,340071295.597933651,340071295.597933651,1
2025-08-04 16:00:00,114823.8,115738.9,112653.0,112931.8,4250.63650747,485905717.808969641,485905717.808969641,1
2025-08-05 16:00:00,112930.1,115546.1,112812.7,115416.2,2935.76894833,334778050.652798989,334778050.652798989,1
2025-08-06 16:00:00,115416.1,116822.0,114260.7,116700.0,4127.46357963,477488272.748621733,477488272.748621733,1
2025-08-07 16:00:00,116700.0,117663.8,115625.0,116204.2,4864.28821434,568488891.364321952,568488891.364321952,1
2025-08-08 16:00:00,116204.2,117923.2,116000.0,116888.9,3732.14020276,436127039.676379925,436127039.676379925,1
2025-08-09 16:00:00,116889.0,119100.0,116369.2,118787.0,5031.55889664,593222029.268583911,593222029.268583911,1
2025-08-10 16:00:00,118787.0,122335.8,118078.6,120302.0,7024.57128859,847759354.059822653,847759354.059822653,1
2025-08-11 16:00:00,120302.1,120792.8,118036.2,119934.7,5554.43053692,661154544.986728247,661154544.986728247,1
2025-08-12 16:00:00,119934.7,122210.5,118929.1,120914.0,6181.79247619,743711324.035689603,743711324.035689603,1
2025-08-13 16:00:00,120914.0,124500.0,117475.2,118237.9,10698.64297517,1296395038.618404207,1296395038.618404207,1
2025-08-14 16:00:00,118237.9,119229.5,116819.0,117278.5,4972.39712896,587842038.280255224,587842038.280255224,1
2025-08-15 16:00:00,117278.6,117899.1,116800.0,117687.7,4507.24174693,529471319.613947244,529471319.613947244,1
2025-08-16 16:00:00,117687.8,118585.5,117180.0,118243.5,1593.04841189,187891094.146322381,187891094.146322381,1
2025-08-17 16:00:00,118243.6,118326.6,114652.5,116152.0,5265.79757856,610241080.131688061,610241080.131688061,1
2025-08-18 16:00:00,116151.9,117004.0,113577.3,113789.2,4809.9360683,554195535.602608983,554195535.602608983,1
2025-08-19 16:00:00,113789.2,114324.0,112371.6,113362.1,5368.26952153,608841497.610205793,608841497.610205793,1
2025-08-20 16:00:00,113362.1,114824.5,112608.0,112792.0,5618.88635886,639050104.240004602,639050104.240004602,1
2025-08-21 16:00:00,112792.1,117302.3,111684.0,116374.4,6517.76491866,741094370.282273095,741094370.282273095,1
2025-08-22 16:00:00,116374.4,117420.0,114540.4,114819.3,4996.55389479,580296961.202357156,580296961.202357156,1
2025-08-23 16:00:00,114819.4,115666.6,114350.7,114406.6,2874.79319103,330296473.591443494,330296473.591443494,1
2025-08-24 16:00:00,114406.7,114916.0,110481.8,112204.0,9654.92063978,1084109303.358069338,1084109303.358069338,1
2025-08-25 16:00:00,112204.0,112943.9,108680.6,109672.0,8215.39336692,905099650.952645952,905099650.952645952,1
2025-08-26 16:00:00,109672.1,112625.3,109446.0,112008.2,3784.19762683,421034248.455034488,421034248.455034488,1
2025-08-27 16:00:00,112008.3,113484.9,110869.6,112675.1,5204.26218887,585818270.913955099,585818270.913955099,1
2025-08-28 16:00:00,112675.2,113182.7,108092.1,108390.1,7279.57600512,805351106.125496796,805351106.125496796,1
2025-08-29 16:00:00,108390.0,108922.9,107343.7,108871.7,5963.1458179,646094177.628411475,646094177.628411475,1
2025-08-30 16:00:00,108868.9,109486.0,108193.5,108801.7,1887.60967247,205287245.34745808,205287245.34745808,1
2025-08-31 16:00:00,108801.7,109911.0,107250.0,108787.1,4011.54438008,435892959.657420394,435892959.657420394,1
2025-09-01 16:00:00,108787.1,111773.1,107458.0,110837.9,6562.70372227,721091332.138135057,721091332.138135057,1
2025-09-02 16:00:00,110837.9,112519.2,110178.0,112215.5,4487.81921326,498738795.57813331,498738795.57813331,1
2025-09-03 16:00:00,112215.5,112571.3,109312.3,109496.1,3253.45982137,360612064.912728206,360612064.912728206,1
2025-09-04 16:00:00,109495.8,113400.0,109344.5,110712.3,6295.75951881,703816570.654060663,703816570.654060663,1
2025-09-05 16:00:00,110712.4,111700.0,110215.8,110384.1,2805.06267168,311274976.014314426,311274976.014314426,1
2025-09-06 16:00:00,110384.1,111415.1,109967.1,111336.4,4601.21213105,509338216.589346815,509338216.589346815,1
2025-09-07 16:00:00,111336.4,112920.4,110608.8,112638.2,3417.64230824,381347649.206253062,381347649.206253062,1
2025-09-08 16:00:00,112638.5,113277.5,110762.0,110869.9,5863.943401,658231792.809561925,658231792.809561925,1
2025-09-09 16:00:00,110869.9,114318.0,110772.1,113850.1,6013.88781377,675953709.783899387,675953709.783899387,1
2025-09-10 16:00:00,113852.1,114731.4,113154.1,114186.0,5606.94722105,638928008.885103654,638928008.885103654,1
2025-09-11 16:00:00,114186.1,116325.2,114092.0,115120.8,4088.43392808,471083675.647978532,471083675.647978532,1
2025-09-12 16:00:00,115120.8,116666.0,115038.5,115782.5,3755.29828,435451337.645653805,435451337.645653805,1
2025-09-13 16:00:00,115782.5,116164.4,115116.5,115224.0,1972.39704366,228141611.607628405,228141611.607628405,1
2025-09-14 16:00:00,115224.1,116773.1,114370.0,114841.1,5244.11066574,605517757.140175639,605517757.140175639,1
2025-09-15 16:00:00,114841.1,116016.0,114601.1,115919.9,4279.0596814,494034521.729897641,494034521.729897641,1
2025-09-16 16:00:00,115920.0,117282.0,115458.0,115884.7,4238.53498144,493637698.335707361,493637698.335707361,1
2025-09-17 16:00:00,115884.7,117900.0,114722.0,117596.6,7787.84474143,908078028.599484813,908078028.599484813,1
2025-09-18 16:00:00,117596.6,117910.0,115466.1,115880.1,3416.78208033,399049695.408688642,399049695.408688642,1
2025-09-19 16:00:00,115880.0,116142.0,115088.0,115989.9,1810.98852488,209499810.595878442,209499810.595878442,1
2025-09-20 16:00:00,115990.0,116096.1,115340.0,115534.1,1384.26324651,160103113.645859853,160103113.645859853,1
2025-09-21 16:00:00,115534.0,115671.2,111514.3,112828.9,6735.31179411,763143274.04007732,763143274.04007732,1
2025-09-22 16:00:00,112829.0,113290.8,111481.5,112872.0,2870.9315952,323151539.764523501,323151539.764523501,1
2025-09-23 16:00:00,112872.0,113894.9,111020.0,113350.9,3758.7546444,423008987.925574197,423008987.925574197,1
2025-09-24 16:00:00,113350.9,113946.0,110620.0,111586.9,4677.90069616,524193127.083895953,524193127.083895953,1
2025-09-25 16:00:00,111587.0,111671.7,108617.3,109029.9,6494.55698152,710417480.563688088,710417480.563688088,1
2025-09-26 16:00:00,109030.0,110294.3,109020.7,109392.1,2305.86392931,252483696.942080831,252483696.942080831,1
2025-09-27 16:00:00,109392.1,110035.6,109200.0,110035.6,1922.6591428,210542401.645233706,210542401.645233706,1
2025-09-28 16:00:00,110035.5,114239.2,110007.1,113819.0,6429.60157202,721493950.290529507,721493950.290529507,1
2025-09-29 16:00:00,113819.1,114800.0,112666.9,113120.3,5232.55137575,595728467.489157571,595728467.489157571,1
2025-09-30 16:00:00,113120.4,117657.0,112787.2,117425.0,5559.57124587,640861803.52002098,640861803.52002098,1
2025-10-01 16:00:00,117426.0,119920.0,116724.0,119919.9,7906.6929895,937127635.960429114,937127635.960429114,1
2025-10-02 16:00:00,119919.9,122367.2,119257.0,122271.2,7171.70544071,862609370.262846948,862609370.262846948,1
2025-10-03 16:00:00,122271.3,123888.0,121486.9,121797.7,7432.6076389,910216975.771809354,910216975.771809354,1
2025-10-04 16:00:00,121797.8,125790.0,121519.4,122807.0,6991.05745994,866114899.392853963,866114899.392853963,1
2025-10-05 16:00:00,122807.0,125420.6,122300.1,124999.8,6394.68807166,791569626.318915684,791569626.318915684,1
2025-10-06 16:00:00,124999.8,126200.0,121182.7,121859.5,7387.8584721,917025235.524180349,917025235.524180349,1
2025-10-07 16:00:00,121859.6,123351.6,120592.0,122194.9,5905.10006532,719377217.986417068,719377217.986417068,1
2025-10-08 16:00:00,122194.9,124200.0,120687.4,121161.3,5785.54662484,708393051.606519724,708393051.606519724,1
2025-10-09 16:00:00,121161.3,122564.1,118485.6,119017.0,7435.77675377,898370443.700483174,898370443.700483174,1
2025-10-10 16:00:00,119017.0,119460.8,101500.0,111785.6,29724.69632323,3330284846.969699824,3330284846.969699824,1
2025-10-11 16:00:00,111785.6,113766.0,109568.2,113199.0,8517.98209178,950326047.160134106,950326047.160134106,1
2025-10-12 16:00:00,113199.1,115960.0,113199.1,114337.1,8839.90017267,1013872483.787752472,1013872483.787752472,1
2025-10-13 16:00:00,114337.1,115887.6,109872.7,112894.6,9914.82733366,1115511882.724576354,1115511882.724576354,1
2025-10-14 16:00:00,112894.5,113619.9,110354.5,110802.6,10382.96068231,1166848966.255866124,1166848966.255866124,1
2025-10-15 16:00:00,110802.6,112000.0,108345.4,108557.9,9234.02903005,1022780906.944518386,1022780906.944518386,1
2025-10-16 16:00:00,108557.9,109260.5,103514.5,106794.2,15025.34303005,1601380497.095408554,1601380497.095408554,1
2025-10-17 16:00:00,106794.2,107571.4,106080.0,106947.0,5089.05545941,543733350.488798894,543733350.488798894,1
2025-10-18 16:00:00,106947.0,108625.0,106110.5,108480.0,6109.97993582,655062766.527069939,655062766.527069939,1
2025-10-19 16:00:00,108480.0,111719.3,107425.6,111153.9,7973.33087409,877998361.453193747,877998361.453193747,1
2025-10-20 16:00:00,111154.0,113558.0,107476.8,113426.5,11649.59897999,1278385136.71300249,1278385136.71300249,1
2025-10-21 16:00:00,113426.6,114013.6,106650.9,108412.8,13459.75950422,1471798374.830000718,1471798374.830000718,1
2025-10-22 16:00:00,108412.8,110300.3,106666.6,109899.9,8808.7850784,957034248.826056858,957034248.826056858,1
2025-10-23 16:00:00,109899.9,112188.0,109350.0,110056.0,9229.90872347,1021464944.834290197,1021464944.834290197,1
2025-10-24 16:00:00,110056.1,111950.0,109808.8,111391.9,3380.25093679,375744173.490752737,375744173.490752737,1
2025-10-25 16:00:00,111392.0,114047.7,111176.0,113699.7,4195.80915089,472318809.092928892,472318809.092928892,1
2025-10-26 16:00:00,113699.8,116400.0,112900.0,114959.8,7647.19855641,879138669.838709627,879138669.838709627,1
2025-10-27 16:00:00,114959.9,116100.0,113440.3,114646.0,7577.30587542,868716532.677792902,868716532.677792902,1
2025-10-28 16:00:00,114644.1,115590.0,111405.1,111514.5,9383.63303898,1060504070.36655785,1060504070.36655785,1
2025-10-29 16:00:00,111514.5,112020.0,107323.9,107716.1,11631.34070926,1278782202.812574333,1278782202.812574333,1
2025-10-30 16:00:00,107716.2,111172.7,106308.9,110188.7,9544.19257207,1041533992.882181789,1041533992.882181789,1
2025-10-31 16:00:00,110180.8,110548.0,108630.3,110300.2,5933.01505472,650799978.534337,650799978.534337,1
2025-11-01 16:00:00,110299.4,111245.5,109862.0,110117.0,3288.51752552,363311523.356218215,363311523.356218215,1
2025-11-02 16:00:00,110117.1,110757.5,105500.0,105746.9,11028.9003796,1192573541.767374752,1192573541.767374752,1
2025-11-03 16:00:00,105747.0,107757.1,102926.1,103205.9,10370.53723957,1090562867.144080053,1090562867.144080053,1
2025-11-04 16:00:00,103205.9,103802.4,98941.2,103730.4,15739.49570064,1594865934.116483513,1594865934.116483513,1
2025-11-05 16:00:00,103730.4,104546.5,101625.0,102015.2,6793.82876552,701474296.701094056,701474296.701094056,1
2025-11-06 16:00:00,102014.0,102528.0,99267.9,100802.5,11376.52401622,1149557258.535485405,1149557258.535485405,1
2025-11-07 16:00:00,100802.6,104082.6,100511.0,101725.1,5463.81165808,559922598.089943781,559922598.089943781,1
2025-11-08 16:00:00,101724.0,104187.6,101375.0,103753.1,4208.73680426,430708544.285741984,430708544.285741984,1
2025-11-09 16:00:00,103753.0,106663.2,103333.1,105078.8,7504.06547279,792184756.933323756,792184756.933323756,1
2025-11-10 16:00:00,105080.4,107500.0,103200.0,103472.9,9658.25899076,1018244217.460452332,1018244217.460452332,1
2025-11-11 16:00:00,103472.9,105332.8,102000.0,102182.0,7402.46673158,767782101.746356901,767782101.746356901,1
2025-11-12 16:00:00,102181.9,104039.0,100800.0,101388.5,10246.48692643,1048749652.125649967,1048749652.125649967,1
2025-11-13 16:00:00,101388.3,101535.9,94551.0,96802.9,17484.80035172,1708345385.076636386,1708345385.076636386,1
2025-11-14 16:00:00,96803.0,97407.5,94000.1,96265.2,6795.11022402,650303749.721678314,650303749.721678314,1
2025-11-15 16:00:00,96265.2,96626.6,94383.1,94589.7,3662.0498608,350359858.632272256,350359858.632272256,1
2025-11-16 16:00:00,94589.7,96055.8,93000.0,93958.8,9165.72921188,867573587.919796418,867573587.919796418,1
2025-11-17 16:00:00,93960.3,94418.9,89281.8,92906.2,15661.87445633,1432002966.52655706,1432002966.52655706,1
2025-11-18 16:00:00,92906.3,93836.5,89875.0,89951.1,7591.35674623,697600131.851051518,697600131.851051518,1
2025-11-19 16:00:00,89947.7,93158.5,88611.7,89862.5,8969.40546744,816162918.005088649,816162918.005088649,1
2025-11-20 16:00:00,89862.5,89909.7,80636.3,82938.3,25830.65137616,2198399419.906510293,2198399419.906510293,1
2025-11-21 16:00:00,82938.2,85618.8,82337.3,84282.9,8941.37451496,753547646.825175812,753547646.825175812,1
2025-11-22 16:00:00,84282.9,87240.0,84223.2,87084.1,5207.04443985,447354524.503594609,447354524.503594609,1
2025-11-23 16:00:00,87084.0,88129.3,85278.2,86615.8,7455.13405483,646666797.008339562,646666797.008339562,1
2025-11-24 16:00:00,86615.8,89230.5,86118.2,86987.9,8072.09311919,708104653.008450743,708104653.008450743,1
2025-11-25 16:00:00,86988.1,88224.2,86182.5,86965.0,5701.62467178,497458938.889238027,497458938.889238027,1
2025-11-26 16:00:00,86965.0,91949.5,86949.3,90959.9,9159.95555001,829141571.214750065,829141571.214750065,1
2025-11-27 16:00:00,90959.8,93079.0,90654.6,92356.1,6353.97951961,582019873.75310106,582019873.75310106,1
2025-11-28 16:00:00,92356.1,92374.2,90213.9,91068.0,4941.77361684,448828813.829791363,448828813.829791363,1
2025-11-29 16:00:00,91068.0,91972.1,90168.0,91439.9,3002.21934375,273309418.75527268,273309418.75527268,1
2025-11-30 16:00:00,91440.0,91855.0,83833.4,84687.0,10927.60506952,950039466.160197647,950039466.160197647,1
2025-12-01 16:00:00,84687.1,91194.9,84050.0,90847.4,8126.01381435,709609361.14657571,709609361.14657571,1
2025-12-02 16:00:00,90847.4,93800.0,90214.8,93800.0,5252.94715917,483102655.852611876,483102655.852611876,0
